sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
2,2.0,2,20.44,20.44,-1.0,-9.56,0.00306688,0.52872532,0.04466795,0.34256269,-0.09052649,-0.03853559,0.03717679,-0.03043444,0.01825747,-0.00558703,0.01463182,-0.01337271,-0.00446944,-0.00025684,0.01719355,-0.00085842,-0.00013955,-2.382e-05,1.65e-06,0.00013512,0.00081037,3e-08,-1.87e-06,3e-08,1.7e-07,0.00023515
2,2.0,3,20.44,-20.44,-1.0,-50.44,0.00304916,0.65031847,0.04739064,0.27400479,-0.10005823,-0.03899131,0.01347211,-0.03634983,0.01786954,-0.00505367,0.00659912,-0.01353054,-0.00829612,-0.0004305,0.01687448,-0.00130656,-0.0001291,-5.459e-05,3.52e-06,0.00013691,0.00099982,1e-08,-3.36e-06,6e-08,4.8e-07,0.00023536
2,2.0,4,-20.44,-20.44,-41.88,-50.44,0.1276176,0.64990659,0.04727711,0.29276635,-0.09711203,-0.03889286,0.01013641,-0.03469831,0.02136533,-0.00369858,0.00541382,-0.01313133,-0.00717567,-0.00507801,0.01683622,-0.00124446,0.00037386,-4.025e-05,4.307e-05,0.00033522,0.00099658,-1.78e-06,-2.98e-06,4.8e-07,2.7e-07,0.00023542
2,2.0,5,-20.44,20.44,-41.88,-9.56,0.12835769,0.52838465,0.04487134,0.31404953,-0.09064351,-0.03259683,0.03436225,-0.0305546,0.02103351,-0.00423801,0.01363114,-0.0109046,-0.00356751,-0.00332995,0.01715286,-0.00079814,0.00026756,-1.45e-05,2.254e-05,0.00033563,0.00080733,-1.16e-06,-1.57e-06,2.1e-07,6e-08,0.0002352
2,0.927,1,0.0,0.0,-21.44,-29.999,0.0655626,0.58968586,0.0998482,0.62875563,-0.20550917,-0.07968535,0.05726943,-0.07200455,0.04271043,-0.01130451,0.02383117,-0.02723073,-0.01272307,-0.00492209,0.03674349,-0.0022724,0.00020193,-7.226e-05,3.839e-05,0.00050883,0.00195154,-1.57e-06,-5.28e-06,4.2e-07,5.3e-07,0.0005076
2,0.927,2,20.44,20.44,-1.0,-9.56,0.00306692,0.52872566,0.09435664,0.73895527,-0.19015233,-0.08314467,0.08013603,-0.06267548,0.03939214,-0.01207792,0.03154223,-0.0288531,-0.0096426,-0.00055412,0.03710168,-0.0018522,-0.00030106,-5.14e-05,3.55e-06,0.00029152,0.00174829,7e-08,-4.03e-06,7e-08,3.6e-07,0.00050735
2,0.927,3,20.44,-20.44,-1.0,-50.439,0.0030492,0.65032019,0.099708,0.5911353,-0.21008211,-0.08412929,0.02885851,-0.07507069,0.03856109,-0.01103289,0.01416397,-0.02919411,-0.01789792,-0.00092874,0.0364138,-0.00281946,-0.00027851,-0.00011778,7.6e-06,0.00029539,0.00215699,1e-08,-7.24e-06,1.3e-07,1.04e-06,0.0005078
2,0.927,4,-20.44,-20.44,-41.879,-50.439,0.12761906,0.64990829,0.09959117,0.63304666,-0.20356003,-0.08404944,0.02166161,-0.0714117,0.04627343,-0.0080349,0.01160665,-0.02837976,-0.01548121,-0.01095471,0.03633141,-0.00268535,0.00080715,-8.684e-05,9.291e-05,0.0007232,0.00215,-3.83e-06,-6.43e-06,1.03e-06,5.9e-07,0.00050792
2,0.927,5,-20.44,20.44,-41.879,-9.56,0.12835919,0.52838498,0.09475587,0.6776149,-0.1902392,-0.07046132,0.07406439,-0.06283894,0.0454199,-0.00909606,0.02938353,-0.02357403,-0.00769691,-0.00718412,0.03701404,-0.00172203,0.00057757,-3.128e-05,4.864e-05,0.00072408,0.00174173,-2.51e-06,-3.39e-06,4.5e-07,1.2e-07,0.00050746
2,1.485,1,0.0,0.0,-21.44,-30.0,0.0655626,0.58968586,0.06303962,0.39252192,-0.12999916,-0.04972138,0.03579287,-0.04593925,0.02664412,-0.00704403,0.01489164,-0.01699093,-0.0079424,-0.00307271,0.02293471,-0.00141844,0.00012598,-4.511e-05,2.397e-05,0.00031764,0.00121826,-9.8e-07,-3.3e-06,2.6e-07,3.3e-07,0.00031686
2,1.485,2,20.44,20.44,-1.0,-9.56,0.00306692,0.52872566,0.05952698,0.46132506,-0.12031312,-0.05190112,0.05004691,-0.04005801,0.02458972,-0.00753209,0.01969803,-0.01801086,-0.00601939,-0.00034591,0.02315839,-0.00115617,-0.00018794,-3.208e-05,2.22e-06,0.00018198,0.00109138,5e-08,-2.51e-06,4e-08,2.2e-07,0.00031671
2,1.485,3,20.44,-20.44,-1.0,-50.44,0.0030492,0.65032019,0.06302997,0.36902081,-0.13294975,-0.05251533,0.01807861,-0.04790877,0.02406911,-0.00684711,0.00886442,-0.01822358,-0.01117297,-0.00057978,0.02272882,-0.00175986,-0.00017387,-7.352e-05,4.74e-06,0.0001844,0.00134652,1e-08,-4.52e-06,8e-08,6.5e-07,0.00031699
2,1.485,4,-20.44,-20.44,-41.88,-50.44,0.12761906,0.64990829,0.06291609,0.39474192,-0.12892941,-0.05242466,0.01358598,-0.04565419,0.02883102,-0.00499855,0.00726803,-0.01770077,-0.00966414,-0.00683878,0.02267735,-0.00167618,0.0005037,-5.421e-05,5.8e-05,0.00045147,0.00134216,-2.39e-06,-4.02e-06,6.4e-07,3.7e-07,0.00031706
2,1.485,5,-20.44,20.44,-41.88,-9.56,0.12835919,0.52838498,0.05978805,0.42297877,-0.12041841,-0.04394364,0.04625647,-0.04018958,0.02834063,-0.00569266,0.01835039,-0.01470128,-0.00480472,-0.00448473,0.02310364,-0.00107495,0.00036045,-1.952e-05,3.036e-05,0.00045202,0.00108729,-1.57e-06,-2.11e-06,2.8e-07,8e-08,0.00031677
2,2.0,1,0.0,0.0,-21.44,-30.001,0.0655626,0.58968586,0.04733912,0.29146735,-0.0977943,-0.03690173,0.02660851,-0.03484517,0.01976994,-0.00522066,0.01106851,-0.01260995,-0.00589733,-0.00228159,0.0170274,-0.00105312,9.349e-05,-3.349e-05,1.78e-05,0.00023586,0.00090459,-7.3e-07,-2.45e-06,2e-07,2.5e-07,0.00023527
2,2.0,2,20.44,20.44,-1.0,-9.56,0.00306692,0.52872566,0.04466797,0.34256248,-0.09052655,-0.03853559,0.03717675,-0.03043447,0.01825747,-0.00558703,0.01463181,-0.01337271,-0.00446945,-0.00025684,0.01719355,-0.00085842,-0.00013955,-2.382e-05,1.65e-06,0.00013512,0.00081037,3e-08,-1.87e-06,3e-08,1.7e-07,0.00023515
2,2.0,3,20.44,-20.44,-1.0,-50.441,0.0030492,0.65032019,0.0473906,0.27400474,-0.10005816,-0.03899131,0.01347165,-0.03634979,0.01786953,-0.00505365,0.00659896,-0.01353054,-0.00829618,-0.00043051,0.01687447,-0.00130656,-0.0001291,-5.46e-05,3.52e-06,0.00013691,0.00099982,1e-08,-3.36e-06,6e-08,4.8e-07,0.00023536
2,2.0,4,-20.44,-20.44,-41.881,-50.441,0.12761906,0.64990829,0.04727706,0.29276718,-0.09711188,-0.03889298,0.01013587,-0.03469822,0.02136536,-0.00369853,0.00541363,-0.01313137,-0.0071757,-0.00507809,0.01683622,-0.00124446,0.00037387,-4.025e-05,4.307e-05,0.00033523,0.00099659,-1.78e-06,-2.98e-06,4.8e-07,2.7e-07,0.00023542
2,2.0,5,-20.44,20.44,-41.881,-9.56,0.12835919,0.52838498,0.04487136,0.31404885,-0.09064357,-0.03259679,0.03436214,-0.03055464,0.02103354,-0.00423797,0.0136311,-0.01090459,-0.00356749,-0.00332999,0.01715286,-0.00079814,0.00026757,-1.45e-05,2.254e-05,0.00033564,0.00080733,-1.16e-06,-1.57e-06,2.1e-07,6e-08,0.0002352
3,0.76,1,0.0,0.0,-21.44,-72.88,0.0651272,0.71601098,0.11257034,0.84067939,-0.22791388,-0.10764178,-0.02153646,-0.07589004,0.05145722,-0.00993623,-0.00229951,-0.03690491,-0.02813615,-0.00892727,0.04388877,-0.00414175,0.00040881,-0.0001972,8.512e-05,0.00062219,0.002894,-2.93e-06,-1.153e-05,1.08e-06,1.83e-06,0.0006199
3,0.76,2,20.44,20.44,-1.0,-52.44,0.0030483,0.65621659,0.12055901,0.72104496,-0.25400744,-0.10269132,0.03092137,-0.09032467,0.04698425,-0.01331746,0.01580832,-0.03563541,-0.0224294,-0.00115691,0.04437661,-0.00350698,-0.00033828,-0.00014868,9.6e-06,0.00036057,0.00265524,-2e-08,-9.25e-06,1.6e-07,1.32e-06,0.00061945
3,0.76,3,20.44,-20.44,-1.0,-93.32,0.00302723,0.77542882,0.09869184,0.96885323,-0.18196583,-0.10449962,-0.08195264,-0.04994075,0.04578315,-0.0062594,-0.02321688,-0.03626652,-0.03691877,-0.00176999,0.04344091,-0.00493403,-0.00030599,-0.00028986,1.768e-05,0.00036504,0.00313501,-1.3e-07,-1.485e-05,2.9e-07,3.06e-06,0.00062032
3,0.76,4,-20.44,-20.44,-41.88,-93.32,0.12670158,0.77494813,0.10215255,1.09952346,-0.16429879,-0.12353055,-0.09199262,-0.0398607,0.05506329,-0.00266752,-0.02678309,-0.04204924,-0.03336571,-0.01905641,0.04334813,-0.00476557,0.00127769,-0.00023555,0.00019486,0.00087969,0.00312601,-6.71e-06,-1.366e-05,2.55e-06,2.12e-06,0.00062048
3,0.76,5,-20.44,20.44,-41.88,-52.44,0.12758172,0.65580131,0.1204365,0.78048274,-0.24558537,-0.1034513,0.02207878,-0.0855917,0.05647879,-0.00964399,0.0126663,-0.03494578,-0.01945317,-0.0136071,0.04427647,-0.00334312,0.0009984,-0.00011024,0.00011647,0.00088208,0.0026467,-4.81e-06,-8.26e-06,1.3e-06,7.6e-07,0.0006196
3,0.869,1,0.0,0.0,-21.44,-72.88,0.0651272,0.71601098,0.09880923,0.73504735,-0.20027692,-0.09412934,-0.0187933,-0.06692132,0.04498326,-0.00865725,-0.00199626,-0.03227206,-0.02460725,-0.00780768,0.03838262,-0.00362212,0.00035748,-0.00017247,7.445e-05,0.00054415,0.00253102,-2.56e-06,-1.009e-05,9.5e-07,1.6e-06,0.00054214
3,0.869,2,20.44,20.44,-1.0,-52.44,0.0030483,0.65621659,0.10581748,0.63059433,-0.22302703,-0.08980975,0.02707438,-0.07950462,0.04108977,-0.01162662,0.01383664,-0.03116531,-0.01961622,-0.00101181,0.03880933,-0.00306701,-0.00029585,-0.00013003,8.39e-06,0.00031534,0.00232221,-1e-08,-8.09e-06,1.4e-07,1.16e-06,0.00054175
3,0.869,3,20.44,-20.44,-1.0,-93.32,0.00302723,0.77542882,0.08660593,0.84713212,-0.16016095,-0.09139101,-0.07162065,-0.04426666,0.04003806,-0.00541836,-0.02028612,-0.03171718,-0.03228848,-0.00154801,0.03799088,-0.00431497,-0.00026761,-0.00025351,1.546e-05,0.00031926,0.00274181,-1.2e-07,-1.299e-05,2.6e-07,2.67e-06,0.00054251
3,0.869,4,-20.44,-20.44,-41.88,-93.32,0.12670158,0.77494813,0.08954513,0.96128601,-0.14473428,-0.10801479,-0.0804012,-0.03546506,0.04810878,-0.00228837,-0.02340498,-0.03676746,-0.02918091,-0.01666659,0.03790971,-0.00416766,0.00111731,-0.000206,0.00017042,0.00076936,0.00273394,-5.87e-06,-1.195e-05,2.23e-06,1.85e-06,0.00054265
3,0.869,5,-20.44,20.44,-41.88,-52.44,0.12758172,0.65580131,0.10568809,0.68236221,-0.2156856,-0.09045495,0.01934092,-0.07537934,0.04936749,-0.00842483,0.01108873,-0.03055529,-0.01701319,-0.01190053,0.03872172,-0.00292373,0.00087309,-9.642e-05,0.00010186,0.00077145,0.00231474,-4.21e-06,-7.22e-06,1.14e-06,6.6e-07,0.00054188
3,0.977,1,0.0,0.0,-21.44,-72.88,0.0651272,0.71601098,0.08814673,0.65365974,-0.17882418,-0.08371623,-0.01668554,-0.05992099,0.03999647,-0.00767657,-0.00176484,-0.02870186,-0.02188729,-0.00694472,0.0341389,-0.00322164,0.00031793,-0.00015341,6.622e-05,0.000484,0.00225126,-2.28e-06,-8.97e-06,8.4e-07,1.42e-06,0.00048221
3,0.977,2,20.44,20.44,-1.0,-52.44,0.0030483,0.65621659,0.09439535,0.56088039,-0.19900825,-0.07988135,0.02410435,-0.0710837,0.03654675,-0.01032659,0.0123152,-0.02772,-0.01744792,-0.00089997,0.03451848,-0.00272791,-0.00026315,-0.00011566,7.47e-06,0.00028048,0.00206552,-1e-08,-7.2e-06,1.2e-07,1.03e-06,0.00048186
3,0.977,3,20.44,-20.44,-1.0,-93.32,0.00302723,0.77542882,0.07724598,0.75334558,-0.14319263,-0.08128765,-0.06366543,-0.03979949,0.03561039,-0.00477884,-0.01803014,-0.02821081,-0.02871958,-0.00137691,0.03379042,-0.00383785,-0.00023804,-0.00022549,1.376e-05,0.00028397,0.00243875,-1e-07,-1.155e-05,2.3e-07,2.38e-06,0.00048254
3,0.977,4,-20.44,-20.44,-41.88,-93.32,0.12670158,0.77494813,0.07979745,0.8547891,-0.12948895,-0.09605923,-0.07147528,-0.03198108,0.042756,-0.00200309,-0.0208042,-0.03269766,-0.02595541,-0.01482455,0.03371821,-0.00370684,0.00099372,-0.00018323,0.00015159,0.00068432,0.00243174,-5.22e-06,-1.063e-05,1.98e-06,1.65e-06,0.00048266
3,0.977,5,-20.44,20.44,-41.88,-52.44,0.12758172,0.65580131,0.09426439,0.60677018,-0.19249596,-0.0804411,0.01722577,-0.06742461,0.04389063,-0.00748665,0.00987105,-0.02717242,-0.01513255,-0.01058516,0.03444054,-0.00260048,0.00077652,-8.576e-05,9.06e-05,0.00068618,0.00205887,-3.74e-06,-6.43e-06,1.01e-06,5.9e-07,0.00048198
3,0.927,1,0.0,0.0,-21.44,-72.88,0.06512679,0.71600963,0.09277955,0.68897639,-0.18814915,-0.08823521,-0.01759864,-0.06296751,0.04216043,-0.00810179,-0.0018647,-0.03025122,-0.02306763,-0.00731918,0.03598065,-0.00339543,0.00033509,-0.00016168,6.979e-05,0.0005101,0.00237267,-2.4e-06,-9.46e-06,8.9e-07,1.5e-06,0.00050822
3,0.927,2,20.44,20.44,-1.0,-52.44,0.00304828,0.65621559,0.09935806,0.59113589,-0.20944528,-0.08419022,0.02539437,-0.07474585,0.0385184,-0.01089054,0.01297586,-0.02921524,-0.01838887,-0.0009485,0.03638068,-0.00287507,-0.00027734,-0.0001219,7.87e-06,0.00029561,0.00217692,-1e-08,-7.58e-06,1.3e-07,1.08e-06,0.00050785
3,0.927,3,20.44,-20.44,-1.0,-93.32,0.00302722,0.77542713,0.0813125,0.79403999,-0.1505732,-0.08567243,-0.0671156,-0.04174768,0.03753196,-0.00505572,-0.0190084,-0.02973255,-0.03026828,-0.00145115,0.0356134,-0.0040449,-0.00025087,-0.00023765,1.45e-05,0.00029928,0.00257027,-1.1e-07,-1.218e-05,2.4e-07,2.51e-06,0.00050856
3,0.927,4,-20.44,-20.44,-41.88,-93.32,0.1267008,0.77494644,0.08403082,0.90099726,-0.13612235,-0.10124723,-0.07534661,-0.03350292,0.0450784,-0.00212643,-0.02193206,-0.03446371,-0.02735512,-0.01562384,0.0355373,-0.00390682,0.00104734,-0.00019311,0.00015976,0.00072122,0.00256289,-5.5e-06,-1.12e-05,2.09e-06,1.74e-06,0.00050869
3,0.927,5,-20.44,20.44,-41.88,-52.44,0.12758091,0.65580033,0.09922745,0.63957211,-0.20257361,-0.08478664,0.01814488,-0.0708847,0.04626714,-0.00789375,0.01039991,-0.02864042,-0.01594869,-0.01115593,0.03629855,-0.00274076,0.00081842,-9.038e-05,9.549e-05,0.00072318,0.00216991,-3.94e-06,-6.77e-06,1.06e-06,6.2e-07,0.00050797
3,1.06,1,0.0,0.0,-21.44,-72.88,0.06512679,0.71600963,0.0814101,0.60238963,-0.16525717,-0.07715602,-0.01535886,-0.05548102,0.03685562,-0.00706049,-0.0016195,-0.02645265,-0.02017349,-0.00640096,0.03146525,-0.00296931,0.000293,-0.0001414,6.104e-05,0.0004461,0.00207499,-2.1e-06,-8.27e-06,7.8e-07,1.31e-06,0.00044445
3,1.06,2,20.44,20.44,-1.0,-52.44,0.00304828,0.65621559,0.08717861,0.51695834,-0.18382774,-0.0736261,0.02223196,-0.06575055,0.03368454,-0.00950863,0.01135622,-0.02554933,-0.01608172,-0.0008295,0.03181513,-0.00251427,-0.00024255,-0.0001066,6.88e-06,0.00025852,0.00190379,-1e-08,-6.63e-06,1.1e-07,9.5e-07,0.00044413
3,1.06,3,20.44,-20.44,-1.0,-93.32,0.00302722,0.77542713,0.07133399,0.69426158,-0.13244812,-0.07492216,-0.05865469,-0.03695385,0.03282091,-0.00437898,-0.01660927,-0.02600167,-0.02647084,-0.0012691,0.03114403,-0.00353724,-0.0002194,-0.00020783,1.268e-05,0.00026173,0.0022478,-1e-07,-1.065e-05,2.1e-07,2.19e-06,0.00044475
3,1.06,4,-20.44,-20.44,-41.88,-93.32,0.1267008,0.77494644,0.07364593,0.78770312,-0.11982895,-0.08852754,-0.06585286,-0.02975428,0.03938604,-0.00182585,-0.01916607,-0.03013381,-0.02392306,-0.01366384,0.03107747,-0.0034165,0.00091584,-0.00016889,0.00013972,0.00063074,0.00224134,-4.81e-06,-9.8e-06,1.83e-06,1.52e-06,0.00044487
3,1.06,5,-20.44,20.44,-41.88,-52.44,0.12758091,0.65580033,0.08704796,0.55915455,-0.17783668,-0.07413293,0.01589207,-0.06238452,0.04044139,-0.00689613,0.00910348,-0.02504141,-0.01394763,-0.00975633,0.03174329,-0.00239682,0.00071567,-7.904e-05,8.351e-05,0.00063245,0.00189767,-3.45e-06,-5.92e-06,9.3e-07,5.4e-07,0.00044424
3,1.192,1,0.0,0.0,-21.44,-72.88,0.06512679,0.71600963,0.07261379,0.53556939,-0.14753086,-0.06860531,-0.01363255,-0.04966941,0.0327623,-0.00625868,-0.00143112,-0.023521,-0.01793967,-0.00569224,0.02798016,-0.00264042,0.00026053,-0.00012574,5.428e-05,0.00039671,0.00184522,-1.87e-06,-7.35e-06,6.9e-07,1.17e-06,0.00039523
3,1.192,2,20.44,20.44,-1.0,-52.44,0.00304828,0.65621559,0.07775545,0.45970582,-0.1640018,-0.06547236,0.01978924,-0.05877676,0.02995366,-0.00844321,0.01010547,-0.02271986,-0.01430096,-0.00073765,0.02829133,-0.00223579,-0.00021569,-9.48e-05,6.12e-06,0.00022989,0.00169298,-1e-08,-5.9e-06,1e-07,8.4e-07,0.00039495
3,1.192,3,20.44,-20.44,-1.0,-93.32,0.00302722,0.77542713,0.06361583,0.61726035,-0.11839711,-0.06662476,-0.0521273,-0.03321826,0.02918489,-0.00385989,-0.01475862,-0.02312206,-0.0235398,-0.00112858,0.02769448,-0.00314543,-0.00019511,-0.00018482,1.128e-05,0.00023275,0.0019989,-9e-08,-9.47e-06,1.9e-07,1.95e-06,0.0003955
3,1.192,4,-20.44,-20.44,-41.88,-93.32,0.1267008,0.77494644,0.06561959,0.70027724,-0.10719027,-0.07871124,-0.0585283,-0.02682457,0.03499523,-0.00159644,-0.01703226,-0.02679226,-0.02127405,-0.01215101,0.02763527,-0.00303807,0.00081436,-0.00015019,0.00012425,0.00056089,0.00199316,-4.28e-06,-8.71e-06,1.63e-06,1.35e-06,0.0003956
3,1.192,5,-20.44,20.44,-41.88,-52.44,0.12758091,0.65580033,0.07762624,0.4970983,-0.15868902,-0.06591117,0.01415141,-0.05579205,0.03594642,-0.00612669,0.00810219,-0.02226397,-0.01240313,-0.00867605,0.02822744,-0.00213136,0.00063637,-7.029e-05,7.426e-05,0.00056242,0.00168753,-3.07e-06,-5.27e-06,8.3e-07,4.8e-07,0.00039504
3,1.131,1,0.0,0.0,-21.44,-72.88,0.06512636,0.71600819,0.07642528,0.56450687,-0.15521321,-0.07230856,-0.01437913,-0.0521893,0.03453507,-0.00660588,-0.00151233,-0.02479068,-0.01890705,-0.00599913,0.02948959,-0.00278285,0.00027459,-0.00013252,5.72e-05,0.0004181,0.00194473,-1.97e-06,-7.75e-06,7.3e-07,1.23e-06,0.00041655
3,1.131,2,20.44,20.44,-1.0,-52.44,0.00304826,0.65621454,0.08183845,0.48450244,-0.17259273,-0.06900382,0.02084785,-0.06179955,0.03156954,-0.00890459,0.01064741,-0.02394533,-0.01507215,-0.00077743,0.02981753,-0.00235639,-0.00022732,-9.991e-05,6.45e-06,0.00024229,0.00178429,-1e-08,-6.22e-06,1.1e-07,8.9e-07,0.00041625
3,1.131,3,20.44,-20.44,-1.0,-93.32,0.0030272,0.77542532,0.06696005,0.65060449,-0.12448869,-0.07021843,-0.05495275,-0.0348396,0.03075969,-0.0040846,-0.01555959,-0.02436924,-0.0248091,-0.00118943,0.02918852,-0.00331511,-0.00020563,-0.00019479,1.188e-05,0.0002453,0.00210669,-9e-08,-9.98e-06,2e-07,2.06e-06,0.00041683
3,1.131,4,-20.44,-20.44,-41.88,-93.32,0.12669997,0.77494465,0.06909675,0.73813525,-0.11267048,-0.08296238,-0.06169891,-0.02809707,0.03689673,-0.00169576,-0.01795583,-0.02823938,-0.02242123,-0.0128061,0.02912613,-0.00320196,0.0008583,-0.00015828,0.00013095,0.00059114,0.00210064,-4.51e-06,-9.18e-06,1.72e-06,1.42e-06,0.00041694
3,1.131,5,-20.44,20.44,-41.88,-52.44,0.12758004,0.65579928,0.08170851,0.52397324,-0.16698638,-0.06947189,0.01490604,-0.05864981,0.03789309,-0.00645996,0.00853612,-0.02346684,-0.01307203,-0.00914385,0.02975019,-0.00224633,0.00067071,-7.408e-05,7.827e-05,0.00059275,0.00177854,-3.23e-06,-5.55e-06,8.7e-07,5.1e-07,0.00041635
3,1.293,1,0.0,0.0,-21.44,-72.88,0.06512636,0.71600819,0.06709202,0.49365513,-0.13639975,-0.06324173,-0.01254937,-0.04601706,0.0301949,-0.00575617,-0.00131285,-0.02168207,-0.01653836,-0.00524762,0.02579408,-0.00243411,0.00024015,-0.00011592,5.004e-05,0.00036572,0.00170109,-1.72e-06,-6.78e-06,6.4e-07,1.08e-06,0.00036436
3,1.293,2,20.44,20.44,-1.0,-52.44,0.00304826,0.65621454,0.07183988,0.42379312,-0.15155403,-0.06035776,0.01825706,-0.05439561,0.0276134,-0.00777517,0.00932093,-0.02094502,-0.01318388,-0.00068003,0.02608097,-0.0020611,-0.00019884,-8.74e-05,5.64e-06,0.00021194,0.00156075,-1e-08,-5.44e-06,9e-08,7.8e-07,0.0003641
3,1.293,3,20.44,-20.44,-1.0,-93.32,0.0030272,0.77542532,0.05877165,0.56895756,-0.10957129,-0.06142004,-0.04803225,-0.03086805,0.02690416,-0.00353503,-0.01359755,-0.02131576,-0.0217011,-0.00104042,0.0255307,-0.00289964,-0.00017987,-0.00017038,1.039e-05,0.00021457,0.00184276,-8e-08,-8.73e-06,1.7e-07,1.8e-06,0.0003646
3,1.293,4,-20.44,-20.44,-41.88,-93.32,0.12669997,0.77494465,0.06058327,0.64543636,-0.09925029,-0.07255372,-0.05393312,-0.02497984,0.03224155,-0.00145318,-0.01569354,-0.02469621,-0.01961229,-0.01120193,0.02547611,-0.00280068,0.00075069,-0.00013846,0.00011455,0.00051708,0.00183747,-3.95e-06,-8.03e-06,1.5e-06,1.24e-06,0.0003647
3,1.293,5,-20.44,20.44,-41.88,-52.44,0.12758004,0.65579928,0.07171195,0.45817364,-0.14666653,-0.06075403,0.0130597,-0.05165,0.03312714,-0.00564421,0.00747416,-0.02052182,-0.01143427,-0.00799835,0.02602206,-0.00196484,0.00058662,-6.48e-05,6.846e-05,0.00051849,0.00155572,-2.83e-06,-4.86e-06,7.6e-07,4.5e-07,0.00036418
3,1.454,1,0.0,0.0,-21.44,-72.88,0.06512636,0.71600819,0.05987769,0.43888249,-0.12185552,-0.05623257,-0.01113478,-0.04124535,0.02683966,-0.00509921,-0.00115861,-0.01927895,-0.01470724,-0.00466666,0.02293726,-0.00216451,0.00021353,-0.00010308,4.45e-05,0.00032523,0.00151274,-1.53e-06,-6.03e-06,5.7e-07,9.6e-07,0.00032401
3,1.454,2,20.44,20.44,-1.0,-52.44,0.00304826,0.65621454,0.06411076,0.37686157,-0.13528934,-0.0536739,0.01625431,-0.0486716,0.02455509,-0.00690202,0.00829551,-0.01862562,-0.01172414,-0.00060474,0.02319242,-0.00183283,-0.00017683,-7.772e-05,5.02e-06,0.00018847,0.00138794,-1e-08,-4.84e-06,8e-08,6.9e-07,0.00032378
3,1.454,3,20.44,-20.44,-1.0,-93.32,0.0030272,0.77542532,0.05244321,0.50583969,-0.09803914,-0.05461842,-0.04268222,-0.02779771,0.02392362,-0.00311004,-0.01208075,-0.01895526,-0.01929845,-0.00092524,0.022703,-0.00257846,-0.00015996,-0.00015152,9.24e-06,0.00019081,0.00163873,-7e-08,-7.77e-06,1.5e-07,1.6e-06,0.00032423
3,1.454,4,-20.44,-20.44,-41.88,-93.32,0.12669997,0.77494465,0.05400384,0.57377436,-0.08887564,-0.06450722,-0.04792963,-0.02256998,0.0286427,-0.00126554,-0.01394463,-0.02195712,-0.01744083,-0.00996182,0.02265445,-0.00249047,0.0006675,-0.00012313,0.00010187,0.00045983,0.00163403,-3.51e-06,-7.14e-06,1.33e-06,1.11e-06,0.00032432
3,1.454,5,-20.44,20.44,-41.88,-52.44,0.12758004,0.65579928,0.06398456,0.40730651,-0.13095763,-0.0540146,0.01163245,-0.04623845,0.02944273,-0.00501359,0.00665323,-0.01824514,-0.0101682,-0.00711281,0.02314001,-0.00174724,0.00052162,-5.763e-05,6.088e-05,0.00046108,0.00138347,-2.52e-06,-4.32e-06,6.8e-07,4e-07,0.00032386
3,1.38,1,0.0,0.0,-21.44,-72.88,0.06512582,0.71600641,0.06298396,0.46246843,-0.12811789,-0.05925099,-0.01174313,-0.04329964,0.02828463,-0.00538227,-0.00122474,-0.02031383,-0.01549571,-0.00491679,0.02416756,-0.0022806,0.00022499,-0.00010861,4.688e-05,0.00034266,0.00159385,-1.61e-06,-6.35e-06,6e-07,1.01e-06,0.00034139
3,1.38,2,20.44,20.44,-1.0,-52.44,0.00304824,0.65621323,0.06743861,0.39707267,-0.14229229,-0.05655231,0.01711725,-0.0511358,0.02587216,-0.00727811,0.00873726,-0.01962447,-0.0123527,-0.00063716,0.02443638,-0.00193113,-0.00018631,-8.189e-05,5.29e-06,0.00019858,0.00146235,-1e-08,-5.1e-06,9e-08,7.3e-07,0.00034114
3,1.38,3,20.44,-20.44,-1.0,-93.319,0.00302717,0.77542309,0.05516803,0.53301673,-0.10300496,-0.05754752,-0.0449849,-0.02911964,0.02520721,-0.0032933,-0.01273351,-0.01997181,-0.02033298,-0.00097483,0.02392076,-0.00271676,-0.00016854,-0.00015964,9.74e-06,0.00020104,0.00172659,-7e-08,-8.18e-06,1.6e-07,1.68e-06,0.00034162
3,1.38,4,-20.44,-20.44,-41.88,-93.319,0.12669894,0.77494244,0.05683675,0.60463058,-0.09334315,-0.06797218,-0.05051362,-0.02360757,0.03019265,-0.0013466,-0.01469731,-0.02313662,-0.01837583,-0.01049574,0.02386961,-0.00262405,0.00070331,-0.00012973,0.00010732,0.00048448,0.00172164,-3.7e-06,-7.53e-06,1.4e-06,1.17e-06,0.00034171
3,1.38,5,-20.44,20.44,-41.88,-52.44,0.12757898,0.65579799,0.0673117,0.42921157,-0.13772127,-0.05691686,0.01224763,-0.04856812,0.03102945,-0.00528525,0.00700695,-0.01922557,-0.01071339,-0.00749408,0.02438118,-0.00184094,0.00054961,-6.071e-05,6.415e-05,0.0004858,0.00145765,-2.65e-06,-4.55e-06,7.1e-07,4.2e-07,0.00034122
