sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
1,1.577,3,20.44,-20.44,-1.0,-7.56,0.00306769,0.52272476,0.05571308,0.43856946,-0.11220337,-0.04885092,0.04806948,-0.03706977,0.02317678,-0.00708475,0.01885985,-0.01695247,-0.00547689,-0.00031754,0.021824,-0.0010622,-0.00017755,-2.893e-05,1.99e-06,0.00017123,0.00101566,6e-08,-2.23e-06,4e-08,2e-07,0.00029821
1,1.577,4,-20.44,-20.44,-41.88,-7.56,0.12839143,0.52238769,0.05596199,0.40172436,-0.11248395,-0.04102568,0.04453477,-0.0372986,0.02663335,-0.00535767,0.01760308,-0.01371836,-0.00434668,-0.0041258,0.0217723,-0.00098585,0.00033279,-1.738e-05,2.76e-05,0.00042564,0.00101181,-1.42e-06,-1.85e-06,2.5e-07,7e-08,0.00029827
1,1.577,5,-20.44,20.44,-41.88,33.32,0.12898052,0.39888252,0.04499693,0.43451179,-0.0794898,-0.03482604,0.05513915,-0.01781285,0.02502832,-0.00517765,0.02089741,-0.01152673,-0.00159313,-0.00235403,0.02211027,-0.00054352,0.00019781,-3.2e-06,1.161e-05,0.00042549,0.00076427,-8e-07,-7.6e-07,9e-08,-1e-08,0.00029811
1,1.774,1,0.0,0.0,-21.44,12.88,0.06592066,0.46106681,0.04498955,0.40276952,-0.08566277,-0.03808677,0.04826386,-0.02463746,0.02202324,-0.00587199,0.01851783,-0.01297516,-0.00309246,-0.00155272,0.01954475,-0.00071407,3.686e-05,-1.326e-05,9.37e-06,0.00026489,0.00079204,-4.7e-07,-1.31e-06,9e-08,7e-08,0.00026504
1,1.774,2,20.44,20.44,-1.0,33.32,0.00308179,0.39914332,0.04079414,0.42790703,-0.06807122,-0.0431412,0.05149624,-0.01427716,0.02099226,-0.00608769,0.0194595,-0.01497307,-0.00217827,-0.0001467,0.01970252,-0.0005489,-0.0001675,-8.67e-06,6.4e-07,0.00015011,0.00068258,6e-08,-9.2e-07,2e-08,4e-08,0.00026496
1,1.774,3,20.44,-20.44,-1.0,-7.56,0.00306769,0.52272476,0.04971871,0.38987671,-0.10024059,-0.04342569,0.04273788,-0.03324114,0.02060289,-0.00629587,0.01676778,-0.01506978,-0.00486871,-0.00028228,0.01939983,-0.00094423,-0.00015784,-2.572e-05,1.77e-06,0.00015222,0.00090288,5e-08,-1.98e-06,4e-08,1.8e-07,0.00026509
1,1.774,4,-20.44,-20.44,-41.88,-7.56,0.12839143,0.52238769,0.04994467,0.35710731,-0.1005062,-0.03645679,0.03959561,-0.03345392,0.0236725,-0.00476754,0.01565054,-0.01219034,-0.00386398,-0.00366766,0.01935386,-0.00087637,0.00029581,-1.545e-05,2.453e-05,0.00037838,0.00089946,-1.26e-06,-1.65e-06,2.2e-07,6e-08,0.00026515
1,1.774,5,-20.44,20.44,-41.88,33.32,0.12898052,0.39888252,0.04011658,0.38620519,-0.07114514,-0.03094584,0.04900968,-0.01611419,0.02225896,-0.0046042,0.01857454,-0.01024216,-0.00141622,-0.00209264,0.01965432,-0.00048317,0.00017584,-2.84e-06,1.032e-05,0.00037825,0.00067941,-7.1e-07,-6.8e-07,8e-08,-1e-08,0.00026501
1,1.683,1,0.0,0.0,-21.44,12.88,0.06592007,0.46106716,0.04734593,0.42455732,-0.09005512,-0.04014947,0.05087346,-0.02583095,0.02321321,-0.00618962,0.01951908,-0.01367791,-0.00325968,-0.00163666,0.02060185,-0.00075268,3.886e-05,-1.398e-05,9.88e-06,0.00027921,0.00083487,-4.9e-07,-1.38e-06,1e-07,7e-08,0.00027937
1,1.683,2,20.44,20.44,-1.0,33.32,0.00308176,0.39914423,0.04295326,0.45108314,-0.07152058,-0.045474,0.05428372,-0.01491521,0.02212722,-0.00641941,0.02051276,-0.01578272,-0.00229607,-0.00015463,0.02076815,-0.00057859,-0.00017656,-9.14e-06,6.8e-07,0.00015822,0.00071948,7e-08,-9.7e-07,3e-08,4e-08,0.00027928
1,1.683,3,20.44,-20.44,-1.0,-7.56,0.00306766,0.52272455,0.05231126,0.41095267,-0.10541357,-0.04577393,0.04504555,-0.03489544,0.02171696,-0.00663734,0.01767329,-0.01588468,-0.00513195,-0.00029754,0.0204491,-0.00099529,-0.00016637,-2.711e-05,1.87e-06,0.00016045,0.00095169,5e-08,-2.09e-06,4e-08,1.9e-07,0.00027943
1,1.683,4,-20.44,-20.44,-41.88,-7.56,0.12839029,0.5223875,0.05254709,0.37641979,-0.10568546,-0.03843455,0.04173348,-0.03511506,0.02495407,-0.00502294,0.01649567,-0.01285179,-0.00407292,-0.00386592,0.02040065,-0.00092376,0.00031181,-1.628e-05,2.586e-05,0.00039883,0.00094809,-1.33e-06,-1.74e-06,2.4e-07,6e-08,0.00027949
1,1.683,5,-20.44,20.44,-41.88,33.32,0.12897936,0.39888343,0.04222769,0.40711514,-0.07475248,-0.03262561,0.05166284,-0.01684681,0.02345753,-0.00485242,0.01958,-0.01079827,-0.00149282,-0.00220577,0.02071735,-0.0005093,0.00018535,-3e-06,1.088e-05,0.0003987,0.00071614,-7.5e-07,-7.1e-07,9e-08,-1e-08,0.00027934
1,1.842,1,0.0,0.0,-21.44,12.88,0.06592007,0.46106716,0.04338265,0.38789376,-0.08266941,-0.03667847,0.04648212,-0.02382579,0.0212108,-0.00565514,0.01783422,-0.01249536,-0.00297831,-0.0014954,0.018823,-0.00068771,3.55e-05,-1.277e-05,9.03e-06,0.00025511,0.00076281,-4.5e-07,-1.26e-06,9e-08,6e-08,0.00025525
1,1.842,2,20.44,20.44,-1.0,33.32,0.00308176,0.39914423,0.03932135,0.41208254,-0.06572179,-0.04154849,0.04959299,-0.01384479,0.02021736,-0.00586114,0.01874035,-0.01442029,-0.00209786,-0.00014128,0.01897495,-0.00052864,-0.00016132,-8.35e-06,6.2e-07,0.00014457,0.00065738,6e-08,-8.9e-07,2e-08,4e-08,0.00025518
1,1.842,3,20.44,-20.44,-1.0,-7.56,0.00306766,0.52272455,0.04795091,0.37548742,-0.09671421,-0.04182243,0.04116244,-0.03211483,0.01984225,-0.00606271,0.01614959,-0.01451341,-0.00468898,-0.00027185,0.01868343,-0.00090937,-0.00015201,-2.477e-05,1.7e-06,0.0001466,0.00086955,5e-08,-1.91e-06,4e-08,1.7e-07,0.00025531
